Tanggal,Positif (Indonesia),Dirawat (Indonesia),Sembuh (Indonesia),Meninggal (Indonesia),Meninggal (Jakarta),Sembuh (Jakarta),Self-Isolation (Jakarta),Dirawat (Jakarta),Positif (Jakarta),Positif Aktif (Jakarta),Positif Harian (Indonesia),Dirawat Harian (Indonesia),Sembuh Harian (Indonesia),Meninggal Harian (Indonesia),Meninggal Harian (Jakarta),Sembuh Harian (Jakarta),Self-Isolation Harian (Jakarta),Dirawat Harian (Jakarta),Positif Harian (Jakarta),Positif Aktif Harian (Jakarta)
19/10/2020 ,365240,63380,289243,12617,2064,80261,10325,2603,95253,12928,3373,-652,3919,106,13,1125,-457,245,926,-212
20/10/2020 ,368842,62455,293653,12734,2086,81107,10292,2732,96217,13024,3602,-925,4410,117,22,846,-33,129,964,96
21/10/2020 ,373109,62743,297509,12857,2105,82178,10273,2661,97217,12934,4267,288,3856,123,19,1071,-19,-71,1000,-90
22/10/2020 ,377541,63576,301006,12959,2120,83338,9980,2768,98206,12748,4432,833,3497,102,15,1160,-293,107,989,-186
23/10/2020 ,381910,63733,305100,13077,2138,84430,9604,2986,99158,12590,4369,157,4094,118,18,1092,-376,218,952,-158
24/10/2020 ,385980,63556,309219,13205,2153,85586,9557,2924,100220,12481,4070,-177,4119,128,15,1156,-47,-62,1062,-109
25/10/2020 ,389712,62649,313764,13299,2164,86815,9151,2861,100991,12012,3732,-907,4545,94,11,1229,-406,-63,771,-469
26/10/2020 ,392934,61851,317672,13411,2185,87977,8960,2775,101897,11735,3222,-798,3908,112,21,1162,-191,-86,906,-277
27/10/2020 ,396454,60694,322248,13512,2195,89060,8743,2680,102678,11423,3520,-1157,4576,101,10,1083,-217,-95,781,-312
28/10/2020 ,400483,61078,325793,13612,2211,90157,8438,2716,103522,11154,4029,384,3545,100,16,1097,-305,36,844,-269
29/10/2020 ,404048,60569,329778,13701,2225,91235,7951,2824,104235,10775,3565,-509,3985,89,14,1078,-487,108,713,-379
30/10/2020 ,406945,58868,334295,13782,2239,92312,7457,2839,104847,10296,2897,-1701,4517,81,14,1077,-494,15,612,-479
31/10/2020 ,410088,58418,337801,13869,2255,94434,6524,2384,105597,8908,3143,-450,3506,87,16,2122,-933,-455,750,-1388
01/11/2020 ,412784,56899,341942,13943,2273,94819,6935,2178,106205,9113,2696,-1519,4141,74,18,385,411,-206,608,205
02/11/2020 ,415402,55792,345566,14044,2291,95876,7312,1750,107229,9062,2618,-1107,3624,101,18,1057,377,-428,1024,-51
03/11/2020 ,418375,54732,349497,14146,2300,96902,6844,1800,107846,8644,2973,-1060,3931,102,9,1026,-468,50,617,-418
04/11/2020 ,421731,54190,353282,14259,2315,97833,6665,1807,108620,8472,3356,-542,3785,113,15,931,-179,7,774,-172
05/11/2020 ,425796,54306,357142,14348,2331,98806,6260,2014,109411,8274,4065,116,3860,89,16,973,-405,207,791,-198
06/11/2020 ,429574,54427,360705,14442,2348,99830,6050,1855,110083,7905,3778,121,3563,94,17,1024,-210,-159,672,-369
07/11/2020 ,433836,54879,364417,14540,2359,100816,6159,1867,111201,8026,4262,452,3712,98,11,986,109,12,1118,121
08/11/2020 ,437716,54804,368298,14614,2366,101791,6338,1532,112027,7870,3880,-75,3881,74,7,975,179,-335,826,-156
09/11/2020 ,440569,53614,372266,14689,2377,102844,6050,1472,112743,7522,2853,-1190,3968,75,11,1053,-288,-60,716,-348
10/11/2020 ,444348,53846,375741,14761,2391,104144,5724,1497,113756,7221,3779,232,3475,72,14,1300,-326,25,1013,-301
11/11/2020 ,448118,54300,378982,14836,2403,105117,5161,1662,114343,6823,3770,454,3241,75,12,973,-563,165,587,-398
12/11/2020 ,452291,55274,382084,14933,2414,106189,4878,1693,115174,6571,4173,974,3102,97,11,1072,-283,31,831,-252
13/11/2020 ,457735,57604,385094,15037,2428,107147,5028,1604,116207,6632,5444,2330,3010,104,14,958,150,-89,1033,61
14/11/2020 ,463007,59765,388094,15148,2441,108209,4710,2102,117462,6812,5272,2161,3000,111,13,1062,-318,498,1255,180
15/11/2020 ,467113,59911,391991,15211,2448,109181,4952,2046,118627,6998,4106,146,3897,63,7,972,242,-56,1165,186
16/11/2020 ,470648,59909,395443,15296,2455,110221,4420,2537,119633,6957,3535,-2,3452,85,7,1040,-532,491,1006,-41
17/11/2020 ,474455,60426,398636,15393,2459,111096,4355,2761,120671,7116,3807,517,3193,97,4,875,-65,224,1038,159
18/11/2020 ,478720,60870,402347,15503,2470,111948,4619,2781,121818,7400,4265,444,3711,110,11,852,264,20,1147,284
19/11/2020 ,483518,61306,406612,15600,2484,112833,4633,3053,123003,7686,4798,436,4265,97,14,885,14,272,1185,286
20/11/2020 ,488310,62080,410552,15678,2501,113739,4616,3387,124243,8003,4792,774,3940,78,17,906,-17,334,1240,317
21/11/2020 ,493308,63579,413955,15774,2515,114863,5323,3121,125822,8444,4998,1499,3403,96,14,1124,707,-266,1579,441
22/11/2020 ,497668,63596,418188,15884,2531,115939,5529,3165,127164,8694,4360,17,4233,110,16,1076,206,44,1342,250
23/11/2020 ,502110,63722,422386,16002,2548,117003,5592,3030,128173,8622,4442,126,4198,118,17,1064,63,-135,1009,-72
24/11/2020 ,506302,64878,425313,16111,2567,118062,5518,3041,129188,8559,4192,1156,2927,109,19,1059,-74,11,1015,-63
25/11/2020 ,511836,65804,429807,16225,2584,119099,6000,2778,130461,8778,5534,926,4494,114,17,1037,482,-263,1273,219
26/11/2020 ,516753,66752,433649,16352,2597,120287,5876,2765,131525,8641,4917,948,3842,127,13,1188,-124,-13,1064,-137
27/11/2020 ,522581,68604,437456,16521,2614,121082,6653,2612,132961,9265,5828,1852,3807,169,17,795,777,-153,1436,624
28/11/2020 ,527999,69370,441983,16646,2632,122328,6921,2450,134331,9371,5418,766,4527,125,18,1246,268,-162,1370,106
29/11/2020 ,534266,71658,445793,16815,2652,123163,7608,2339,135762,9947,6267,2288,3810,169,20,835,687,-111,1431,576
30/11/2020 ,538883,71420,450518,16945,2671,124078,7823,2289,136861,10112,4617,-238,4725,130,19,915,215,-50,1099,165
01/12/2020 ,543975,72015,454879,17081,2689,125102,7937,2191,137919,10128,5092,595,4361,136,18,1024,114,-98,1058,16
02/12/2020 ,549508,73429,458880,17199,2710,126163,8202,2010,139085,10212,5533,1414,4001,118,21,1061,265,-181,1166,84
03/12/2020 ,557877,77969,462553,17355,2734,127136,8155,2213,140238,10368,8369,4540,3673,156,24,973,-47,203,1153,156
04/12/2020 ,563680,80023,466178,17479,2757,128051,8073,2389,141270,10462,5803,2054,3625,124,23,915,-82,176,1032,94
05/12/2020 ,569707,81669,470449,17589,2779,129067,8623,2161,142630,10784,6027,1646,4271,110,22,1016,550,-228,1360,322
06/12/2020 ,575796,83285,474771,17740,2799,130136,8819,2207,143961,11026,6089,1616,4322,151,20,1069,196,46,1331,242
07/12/2020 ,581550,84481,479202,17867,2823,131071,9473,2060,145427,11533,5754,1196,4431,127,24,935,654,-147,1466,507
08/12/2020 ,586842,85345,483497,18000,2842,132248,9650,1861,146601,11511,5292,864,4295,133,19,1177,177,-199,1174,-22
09/12/2020 ,592900,87284,487445,18171,2860,133318,9703,1957,147838,11660,6058,1939,3948,171,18,1070,53,96,1237,149
10/12/2020 ,598933,88622,491975,18336,2880,134366,9391,2381,149018,11772,6033,1338,4530,165,20,1048,-312,424,1180,112
11/12/2020 ,605243,89846,496886,18511,2902,135545,9078,2725,150250,11803,6310,1224,4911,175,22,1179,-313,344,1232,31
12/12/2020 ,611631,91602,501376,18653,2922,136489,8822,2968,151201,11790,6388,1756,4490,142,20,944,-256,243,951,-13
13/12/2020 ,617820,93165,505836,18819,2941,137605,8679,3274,152499,11953,6189,1563,4460,166,19,1116,-143,306,1298,163
14/12/2020 ,623309,93396,510957,18956,2963,138988,8994,3120,154065,12114,5489,231,5121,137,22,1383,315,-154,1566,161
15/12/2020 ,629429,93662,516656,19111,2990,140225,8643,3264,155122,11907,6120,266,5699,155,27,1237,-351,144,1057,-207
16/12/2020 ,636154,94922,521984,19248,3010,141365,8263,3705,156343,11968,6725,1260,5328,137,20,1140,-380,441,1221,61
17/12/2020 ,643508,97139,526979,19390,3027,142741,7851,4414,158033,12265,7354,2217,4995,142,17,1376,-412,709,1690,297
18/12/2020 ,650197,98688,531995,19514,3048,143959,7673,4940,159620,12613,6689,1549,5016,124,21,1218,-178,526,1587,348
19/12/2020 ,657948,102029,536260,19659,3068,145066,8112,5273,161519,13385,7751,3341,4265,145,20,1107,439,333,1899,772
20/12/2020 ,664930,103239,541811,19880,3087,146958,8057,5009,163111,13066,6982,1210,5551,221,19,1892,-55,-264,1592,-319
21/12/2020 ,671778,104809,546884,20085,3097,148308,8366,4806,164577,13172,6848,1570,5073,205,10,1350,309,-203,1466,106
22/12/2020 ,678125,105146,552722,20257,3115,149691,8620,4462,165888,13082,6347,337,5838,172,18,1383,254,-344,1311,-90
23/12/2020 ,685639,106528,558703,20408,3130,151122,8643,4947,167842,13590,7514,1382,5981,151,15,1431,23,485,1954,508
24/12/2020 ,692838,108269,563980,20589,3146,152491,8833,5305,169775,14138,7199,1741,5277,181,16,1369,190,358,1933,548
25/12/2020 ,700097,108946,570304,20847,3167,154242,8720,5742,171871,14462,7259,677,6324,258,21,1751,-113,437,2096,324
26/12/2020 ,706837,109150,576693,20994,3182,156798,9439,4510,173929,13949,6740,204,6389,147,15,2556,719,-1232,2058,-513
27/12/2020 ,713365,108452,583676,21237,3204,158615,9655,4452,175926,14107,6528,-698,6983,243,22,1817,216,-58,1997,158
28/12/2020 ,719219,107789,589978,21452,3226,159878,9919,4581,177604,14500,5854,-663,6302,215,22,1263,264,129,1678,393
29/12/2020 ,727122,108636,596783,21703,3246,161337,10018,5059,179660,15077,7903,847,6805,251,20,1459,99,478,2056,577
30/12/2020 ,735124,109439,603741,21944,3266,162911,9882,5654,181713,15536,8002,803,6958,241,20,1574,-136,595,2053,459
31/12/2020 ,743198,109963,611097,22138,3287,164881,9746,5821,183735,15567,8074,524,7356,194,21,1970,-136,167,2022,31
01/01/2021 ,751270,111005,617936,22329,3308,166512,10082,5789,185691,15871,8072,1042,6839,191,21,1631,336,-32,1956,304
02/01/2021 ,758473,110400,625518,22555,3334,168781,10872,4599,187586,15471,7203,-605,7582,226,26,2269,790,-1190,1895,-400
03/01/2021 ,765350,110679,631937,22734,3345,170510,10978,4410,189243,15388,6877,279,6419,179,11,1729,106,-189,1657,-83
04/01/2021 ,772103,110089,639103,22911,3369,173036,10371,4299,191075,14670,6753,-590,7166,177,24,2526,-607,-111,1832,-718
05/01/2021 ,779548,110693,645746,23109,3392,174131,10897,4479,192899,15376,7445,604,6643,198,23,1095,526,180,1824,706
06/01/2021 ,788402,112593,652513,23296,3410,175441,12196,4254,195301,16450,8854,1900,6767,187,18,1310,1299,-225,2402,1074
07/01/2021 ,797723,114766,659437,23520,3435,176882,12781,4601,197699,17382,9321,2173,6924,224,25,1441,585,347,2398,932
08/01/2021 ,808340,117704,666883,23753,3463,179562,13397,4236,200658,17633,10617,2938,7446,233,28,2680,616,-365,2959,251
09/01/2021 ,818386,120928,673511,23947,3485,181613,13076,5237,203411,18313,10046,3224,6628,194,22,2051,-321,1001,2753,680
10/01/2021 ,828026,122873,681024,24129,3517,184576,13166,4863,206122,18029,9640,1945,7513,182,32,2963,90,-374,2711,-284
11/01/2021 ,836718,123636,688739,24343,3551,187086,13541,4405,208583,17946,8692,763,7715,214,34,2510,375,-458,2461,-83
12/01/2021 ,846765,126313,695807,24645,3589,188675,14591,4397,211252,18988,10047,2677,7068,302,38,1589,1050,-8,2669,1042
13/01/2021 ,858043,129628,703464,24951,3634,191635,15009,4450,214728,19459,11278,3315,7657,306,45,2960,418,53,3476,471
14/01/2021 ,869600,133149,711205,25246,3675,193719,15852,4647,217893,20499,11557,3521,7741,295,41,2084,843,197,3165,1040
15/01/2021 ,882418,138238,718696,25484,3710,195924,15553,5247,220434,20800,12818,5089,7491,238,35,2205,-299,600,2541,301
16/01/2021 ,896642,143517,727358,25767,3745,198136,17524,4565,223970,22089,14224,5279,8662,283,35,2212,1971,-682,3536,1289
17/01/2021 ,907929,145482,736460,25987,3779,201907,16741,4938,227365,21679,11287,1965,9102,220,34,3771,-783,373,3395,-410
18/01/2021 ,917015,144798,745935,26282,3815,204711,16419,4781,229726,21200,9086,-684,9475,295,36,2804,-322,-157,2361,-479
19/01/2021 ,927380,146842,753948,26590,3836,209238,14604,4611,232289,19215,10365,2044,8013,308,21,4527,-1815,-170,2563,-1985
20/01/2021 ,939948,149388,763703,26857,3868,210983,16389,4835,236075,21224,12568,2546,9755,267,32,1745,1785,224,3786,2009
21/01/2021 ,951651,151658,772790,27203,3900,213570,16966,4790,239226,21756,11703,2270,9087,346,32,2587,577,-45,3151,532
22/01/2021 ,965283,156683,781147,27453,3940,215719,17752,5607,243018,23359,13632,5025,8357,250,40,2149,786,817,3792,1603
23/01/2021 ,977474,158751,791059,27664,3980,219287,18657,4379,246303,23036,12191,2068,9912,211,40,3568,905,-1228,3285,-323
24/01/2021 ,989262,162617,798810,27835,4024,221567,19554,4670,249815,24224,11788,3866,7751,171,44,2280,897,291,3512,1188
25/01/2021 ,999256,161636,809488,28132,4063,224071,19869,4263,252266,24132,9994,-981,10678,297,39,2504,315,-407,2451,-92
26/01/2021 ,1012350,163526,820356,28468,4108,227010,19432,4030,254580,23462,13094,1890,10868,336,45,2939,-437,-233,2314,-670
27/01/2021 ,1024298,164113,831330,28855,4134,229981,18528,3773,256416,22301,11948,587,10974,387,26,2971,-904,-257,1836,-1161
28/01/2021 ,1037993,166540,842122,29331,4185,232701,18473,3946,259305,22419,13695,2427,10792,476,51,2720,-55,173,2889,118
29/01/2021 ,1051795,170017,852260,29518,4224,235140,19381,4008,262753,23389,13802,3477,10138,187,39,2439,908,62,3448,970
30/01/2021 ,1066313,174083,862502,29728,4254,238395,20539,3056,266244,23595,14518,4066,10242,210,30,3255,1158,-952,3491,206
31/01/2021 ,1078314,175095,873221,29998,4267,242069,19272,4110,269718,23382,12001,1012,10719,270,13,3674,-1267,1054,3474,-213
01/02/2021 ,1089308,175349,883682,30277,4337,244202,19824,4969,273332,24793,10994,254,10461,279,70,2133,552,859,3614,1411
02/02/2021 ,1099687,172576,896530,30581,4379,248515,18925,4875,276694,23800,10379,-2773,12848,304,42,4313,-899,-94,3362,-993
03/02/2021 ,1111671,175236,905665,30770,4420,249810,21863,4168,280261,26031,11984,2660,9135,189,41,1295,2938,-707,3567,2231
04/02/2021 ,1123105,175068,917036,31001,4461,254155,20419,4858,283893,25277,11434,-168,11371,231,41,4345,-1444,690,3632,-754
05/02/2021 ,1134854,176672,926980,31202,4502,256702,21191,4838,287233,26029,11749,1604,9944,201,41,2547,772,-20,3340,752
06/02/2021 ,1147010,176433,939184,31393,4541,261027,19325,4719,289612,24044,12156,-239,12204,191,39,4325,-1866,-119,2379,-1985
07/02/2021 ,1157837,176291,949990,31556,4587,265369,17958,5911,293825,23869,10827,-142,10806,163,46,4342,-1367,1192,4213,-175
08/02/2021 ,1166079,171288,963028,31763,4631,268785,17766,5787,296969,23553,8242,-5003,13038,207,44,3416,-192,-124,3144,-316
09/02/2021 ,1174779,169351,973452,31976,4681,271573,18174,5978,300406,24152,8700,-1937,10424,213,50,2788,408,191,3437,599
10/02/2021 ,1183555,168416,982972,32167,4725,274817,16676,7497,303715,24173,8776,-935,9520,191,44,3244,-1498,1519,3309,21
11/02/2021 ,1191990,166492,993117,32381,4748,278822,14119,8540,306229,22659,8435,-1924,10145,214,23,4005,-2557,1043,2514,-1514
12/02/2021 ,1201859,165086,1004117,32656,4798,284579,10774,9888,310039,20662,9869,-1406,11000,275,50,5757,-3345,1348,3810,-1997
13/02/2021 ,1210703,161731,1016036,32936,4850,289189,9644,9374,313057,19018,8844,-3355,11919,280,52,4610,-1130,-514,3018,-1644
14/02/2021 ,1217468,159012,1025273,33183,4895,293538,9017,8103,315553,17120,6765,-2719,9237,247,45,4349,-627,-1271,2496,-1898
15/02/2021 ,1223930,158498,1032065,33367,4940,295623,8881,7988,317432,16869,6462,-514,6792,184,45,2085,-136,-115,1879,-251
16/02/2021 ,1233959,160689,1039674,33596,4987,297695,9042,7569,319293,16611,10029,2191,7609,229,47,2072,161,-419,1861,-258
17/02/2021 ,1243646,162182,1047676,33788,5026,299795,8467,7450,320738,15917,9687,1493,8002,192,39,2100,-575,-119,1445,-694
18/02/2021 ,1252685,160494,1058222,33969,5044,302451,7067,6549,321111,13616,9039,-1688,10546,181,18,2656,-1400,-901,373,-2301
19/02/2021 ,1263299,160142,1069005,34152,5081,304995,7323,5632,323031,12955,10614,-352,10783,183,37,2544,256,-917,1920,-661
20/02/2021 ,1271353,158197,1078840,34316,5121,307759,7165,5858,325903,13023,8054,-1945,9835,164,40,2764,-158,226,2872,68
21/02/2021 ,1278653,157088,1087076,34489,5172,310412,7137,5902,328623,13039,7300,-1109,8236,173,51,2653,-28,44,2720,16
22/02/2021 ,1288833,157148,1096994,34691,5206,312748,7528,5612,331094,13140,10180,60,9918,202,34,2336,391,-290,2471,101
23/02/2021 ,1298608,158604,1104990,35014,5248,314563,7126,4939,331876,12065,9775,1456,7996,323,42,1815,-402,-673,782,-1075
24/02/2021 ,1306141,158162,1112725,35254,5301,317003,6008,4346,332658,10354,7533,-442,7735,240,53,2440,-1118,-593,782,-1711
25/02/2021 ,1314634,157705,1121411,35518,5346,319326,5499,4068,334239,9567,8493,-457,8686,264,45,2323,-509,-278,1581,-787
26/02/2021 ,1322866,158408,1128672,35786,5385,321038,5560,3917,335900,9477,8232,703,7261,268,39,1712,61,-151,1661,-90
27/02/2021 ,1329074,157039,1136054,35981,5439,322285,5885,4028,337637,9913,6208,-1369,7382,195,54,1247,325,111,1737,436
28/02/2021 ,1334634,155765,1142703,36166,5478,323892,5940,4425,339735,10365,5560,-1274,6649,185,39,1607,55,397,2098,452
01/03/2021 ,1341314,153074,1151915,36325,5528,326509,5891,3865,341793,9756,6680,-2691,9212,159,50,2617,-49,-560,2058,-609
02/03/2021 ,1347026,149645,1160863,36518,5568,328526,5072,3205,342371,8277,5712,-3429,8948,193,40,2017,-819,-660,578,-1479
03/03/2021 ,1353834,147197,1169916,36721,5613,331016,3742,3437,343808,7179,6808,-2448,9053,203,45,2490,-1330,232,1437,-1098
04/03/2021 ,1361098,147845,1176356,36897,5657,332758,3940,3461,345816,7401,7264,648,6440,176,44,1742,198,24,2008,222
05/03/2021 ,1368093,148380,1182687,37026,5702,334100,4026,3147,346975,7173,6995,535,6331,129,45,1342,86,-314,1159,-228
06/03/2021 ,1373836,147172,1189510,37154,5748,335617,4228,2998,348591,7226,5743,-1208,6823,128,46,1517,202,-149,1616,53
07/03/2021 ,1379662,147740,1194656,37266,5790,337426,4194,3015,350425,7209,5826,568,5146,112,42,1809,-34,17,1834,-17
08/03/2021 ,1386556,145628,1203381,37547,5838,338931,4494,2945,352208,7439,6894,-2112,8725,281,48,1505,300,-70,1783,230
09/03/2021 ,1392945,144311,1210877,37757,5883,340587,3856,2749,353075,6605,6389,-1317,7496,210,45,1656,-638,-196,867,-834
10/03/2021 ,1398578,144213,1216433,37932,5923,341398,3691,3103,354115,6794,5633,-98,5556,175,40,811,-165,354,1040,189
11/03/2021 ,1403722,141070,1224603,38049,5943,342306,4253,3367,355869,7620,5144,-3143,8170,117,20,908,562,264,1754,826
12/03/2021 ,1410134,140451,1231454,38229,5969,343351,4670,3752,357742,8422,6412,-619,6851,180,26,1045,417,385,1873,802
13/03/2021 ,1414741,138942,1237470,38329,5991,345202,4226,3357,358776,7583,4607,-1509,6016,100,22,1851,-444,-395,1034,-839
14/03/2021 ,1419455,137912,1243117,38426,6026,347210,3443,3301,359980,6744,4714,-1030,5647,97,35,2008,-783,-56,1204,-839
15/03/2021 ,1425044,136524,1249947,38573,6038,349002,3485,3010,361535,6495,5589,-1388,6830,147,12,1792,42,-291,1555,-249
16/03/2021 ,1430458,134042,1257663,38753,6062,350561,2996,2751,362370,5747,5414,-2482,7716,180,24,1559,-489,-259,835,-748
17/03/2021 ,1437283,131695,1266673,38915,6077,351680,2907,3036,363700,5943,6825,-2347,9010,162,15,1119,-89,285,1330,196
18/03/2021 ,1443853,131753,1272958,39142,6100,352827,3273,3219,365419,6492,6570,58,6285,227,23,1147,366,183,1719,549
19/03/2021 ,1450132,131828,1278965,39339,6120,354036,3483,3368,367007,6851,6279,75,6007,197,20,1209,210,149,1588,359
20/03/2021 ,1455788,131616,1284725,39447,6143,355221,3894,3686,368944,7580,5656,-212,5760,108,23,1185,411,318,1937,729
21/03/2021 ,1460184,129844,1290790,39550,6160,357100,3859,3463,370582,7322,4396,-1772,6065,103,17,1879,-35,-223,1638,-258
22/03/2021 ,1465928,128250,1297967,39711,6179,358826,3775,3276,372056,7051,5744,-1594,7177,161,19,1726,-84,-187,1474,-271
23/03/2021 ,1471225,126439,1304921,39865,6206,360479,3107,3079,372871,6186,5297,-1811,6954,154,27,1653,-668,-197,815,-865
24/03/2021 ,1476452,123926,1312543,39983,6224,362248,2650,2639,373761,5289,5227,-2513,7622,118,18,1769,-457,-440,890,-897
25/03/2021 ,1482559,125279,1317199,40081,6241,362975,3222,3049,375487,6271,6107,1353,4656,98,17,727,572,410,1726,982
26/03/2021 ,1487541,124497,1322878,40166,6260,363599,3629,3380,376868,7009,4982,-782,5679,85,19,624,407,331,1381,738
27/03/2021 ,1492002,124517,1327121,40364,6281,364251,3932,3758,378222,7690,4461,20,4243,198,21,652,303,378,1354,681
28/03/2021 ,1496085,124236,1331400,40449,6304,365592,3966,3830,379692,7796,4083,-281,4279,85,23,1341,34,72,1470,106
29/03/2021 ,1501093,123694,1336818,40581,6324,366615,4034,3733,380706,7767,5008,-542,5418,132,20,1023,68,-97,1014,-29
30/03/2021 ,1505775,122326,1342695,40754,6327,367819,3419,3525,381090,6944,4682,-1368,5877,173,3,1204,-615,-208,384,-823
31/03/2021 ,1511712,122524,1348330,40858,6341,369007,3028,3679,382055,6707,5937,198,5635,104,14,1188,-391,154,965,-237
01/04/2021 ,1517854,121222,1355578,41054,6344,369929,3447,3672,383392,7119,6142,-1302,7248,196,3,922,419,-7,1337,412
02/04/2021 ,1523179,121011,1361017,41151,6351,371254,3433,3594,384632,7027,5325,-211,5439,97,7,1325,-14,-78,1240,-92
03/04/2021 ,1527524,120068,1366214,41242,6356,372494,3317,3563,385730,6880,4345,-943,5197,91,5,1240,-116,-31,1098,-147
04/04/2021 ,1534255,116709,1375877,41669,6360,373565,3149,3392,386466,6541,6731,-3359,9663,427,4,1071,-168,-171,736,-339
05/04/2021 ,1537967,114475,1381677,41815,6372,374542,2771,3304,386989,6075,3712,-2234,5800,146,12,977,-378,-88,523,-466
06/04/2021 ,1542516,114566,1385973,41977,6379,375080,2705,3312,387476,6017,4549,91,4296,162,7,538,-66,8,487,-58
07/04/2021 ,1547376,113570,1391742,42064,6391,375651,2814,3482,388338,6296,4860,-996,5769,87,12,571,109,170,862,279
